title,price,category,material,brand,description,view_count,comments,style
"Tumbler - ""Pear Tumbler""",480,水壺,金屬,happinary,"
                            Temperature preserved tumbler which could preserve up to 12 hrs. with capacity of 500 ml Our ""pear tumbler"" can easily be carried around either for work, lifestyle or even going for picnic making your picnic basket a lovely one. :D Made from Thailand
                        ",3742,"[{'id': '黃文怡', 'comment': '非常可愛的一個便當盒，帶去野餐也好方便!', 'score': 5}, {'id': 'Yiwen Chen', 'comment': '賣家貼心 真心推薦', 'score': 5}, {'id': '007的媽媽', 'comment': '真的很可愛，迫不及待去買便當了！', 'score': 5}, {'id': 'chloelin0113', 'comment': '實品超級可愛，好喜歡。\n包裝很漂亮❤️', 'score': 5}, {'id': '王嘉琪', 'comment': '朋友收到很喜歡\r\n有疑問設計師也很有耐心幫忙解決喔 :)', 'score': 5}, {'id': 'banxiong', 'comment': 'They are so pretty .Thank you!', 'score': 5}, {'id': 'Luz Lin', 'comment': '你好!收到東西了，非常的漂亮，非常用心的包裝禮物，收到的朋友也很喜歡，謝謝你們!!!', 'score': 5}, {'id': 'maymay22', 'comment': '可愛', 'score': 5}, {'id': 'larissalee', 'comment': 'Very nice to meet you my Tiffin !  Thanks !\r\nhttps://cdn03.pinkoi.com/pinkoi.review/happinary/T3JTYGrF.jpg', 'score': 5}, {'id': 'Chin Hsien Huang', 'comment': '朋友很喜歡', 'score': 5}, {'id': 'susan850247', 'comment': 'Thanks!!!', 'score': 5}, {'id': '李佳蓁', 'comment': '真的很喜歡，大小剛剛好，謝謝你的親切', 'score': 5}, {'id': '林瓊慧', 'comment': '商品很棒！外出攜帶食物分層很方便！非常實用！', 'score': 5}, {'id': 'Miranda Fung', 'comment': '連我d同事都大讚好靚', 'score': 5}, {'id': 'Tina Liao', 'comment': '很棒喔!!!', 'score': 5}, {'id': 'junny6611', 'comment': 'Good', 'score': 5}, {'id': 'Sue Yu Chen', 'comment': 'Got it !!! It&#39;s so cute, thank you!', 'score': 5}, {'id': 'Miao No', 'comment': '美麗的不得了\r\n出門買個滷肉飯都時尚了', 'score': 5}, {'id': 'Jiu Hua  Zeng', 'comment': '等了好多天終於收到了，感謝設計師，包裝非常用心~\r\n實品也很漂亮，是個很實用的便當盒呢\r\n很期待開始使用它了~~~', 'score': 5}, {'id': 'Yu-Ting Pan', 'comment': '東西實體真的好漂亮喔~很喜歡你們家的東西~也謝謝賣家耐心的回答問題喔^^', 'score': 5}]",cute
SHIBAinc 300ML 環保玻璃隨行杯,429,水壺,玻璃,SHIBAinc | 柴犬工房,"
                            SHIBE愛喝水♡別再用不環保的塑膠瓶了~高硼硅耐熱玻璃可裝熱水熱茶，飲用冰水更是透心涼輕巧尺寸23cmx6.5cm方便攜帶放入包包，汽車內裝都好ＯＫ！♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡所有的保溫瓶/ 水壺等等只要是裝熱的都不建議將蓋子鎖太緊，因為壓力的關係呈真空狀態會容易鎖死變得超難開喔♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ 實用資訊: 如何去除水瓶味道？建議方法如下：（材質因為是玻璃，清洗浸泡風乾拿取時都要特別小心喔！）１。檸檬／醋或小蘇打粉：只要在洗完水壺之後，將醋或小蘇打和水一起放入瓶中搖一搖靜置一段時間即可，也可以同時放入醋和小蘇打，但要注意兩者混合的時候，會產生大量的泡沫。 ２。茶包：將泡茶之後的茶渣放入網子或茶袋中，再放入已經洗乾淨的水壺中蓋上蓋子，不用另外加水，也可以發揮茶葉的除臭功效以上是比較有效果的方式 可以試試看香港原創COPYRIGHT ©2016 SHIBAinc Limited. ALL RIGHT RESERVED
                        ",3945,"[{'id': '朱屏宇', 'comment': '外出帶這水壺寶貝會很開心的喝水', 'score': 5}, {'id': 'lingx2wong', 'comment': '好得意呀', 'score': 5}, {'id': 'Jhong Wun Huang', 'comment': '讚喔！', 'score': 5}, {'id': '蔡蔡', 'comment': '質感很好，可惜我喜歡的另外一款沒了🤣有貨在請通知喔😁謝謝', 'score': 5}, {'id': '姚文凱', 'comment': '謝謝您的關照!!我女朋友很喜歡喔', 'score': 5}, {'id': '露西', 'comment': '東西跟想像中一樣很可愛！設計師服務很好出貨速度也很快～', 'score': 5}, {'id': 'Carol Wang', 'comment': '很棒的商品\r\n很好的服務', 'score': 5}, {'id': 'Annie Yu-An Chen', 'comment': '實品很可愛～', 'score': 5}, {'id': 'Elie Chen', 'comment': '商品很可愛，超喜歡的！', 'score': 5}, {'id': '豆子', 'comment': '喜歡', 'score': 5}, {'id': 'Riley Yan', 'comment': '回覆很快\n發貨也很快\n產品我很喜歡', 'score': 5}, {'id': 'Chie Ku', 'comment': '萌萌達💕\r\nhttps://cdn03.pinkoi.com/pinkoi.review/shibainc/mgrQRhGd.jpg', 'score': 5}, {'id': 'chanjunejune', 'comment': '很可愛💛', 'score': 5}, {'id': 'Ji Yan Huang', 'comment': '很好', 'score': 5}, {'id': 'Tongtong Chuang', 'comment': 'So cute，愛不誓手', 'score': 5}, {'id': 'Hiu Fong', 'comment': 'great', 'score': 5}, {'id': 'Jenny Yang', 'comment': '很喜歡喔～', 'score': 5}, {'id': 'jj5764', 'comment': 'Very cute ʕ •ᴥ•ʔ', 'score': 4}, {'id': 'maple840116', 'comment': '出貨速度很快～～太感謝了～～', 'score': 5}, {'id': '泰迪啤啤熊', 'comment': '很美的', 'score': 5}]",cute
哈囉！DUNDUN！tritan 500ml環保水瓶 03.DUNDUN,298,水壺,其他材質,韓國GRACEBELL,"
                            產品特色●500ml的大容量，再熱再渴也不怕！●5公分寬瓶口設計，冰塊茶包小零嘴..投入都可以！●附瓶口擋，不怕飲用時冰塊茶葉一直來親吻你！●材質為環保的tritan，冰的熱的都可以使用！●質地輕巧、不含BPA，使用好安心！●旋緊瓶蓋後就不用怕滲漏！●沒有惱人的塑膠味。●100％韓國生產製造，哈囉！DUNDUN！主題商品，可愛好心情！https://c1.staticflickr.com/5/4533/37732743584_3f2540f0f2_o.jpghttps://c1.staticflickr.com/5/4584/38416265892_ed9ffe4ca1_o.jpghttps://c1.staticflickr.com/5/4515/37560804645_8c6b739350_o.jpghttps://c1.staticflickr.com/5/4541/37560804785_4671f938d8_o.jpghttps://c1.staticflickr.com/5/4483/23899704528_46105e91f2_o.jpg產地/製造方式南韓
                        ",42,"[{'id': 'trista51602', 'comment': '商品精美', 'score': 5}, {'id': 'Wei Wei', 'comment': '很可愛，送給朋友當生日禮物很適合！', 'score': 5}, {'id': '164豆比波特', 'comment': '質感超好', 'score': 5}, {'id': 'zoecyanine', 'comment': '出貨迅速，產品也很可愛。\r\n但滑鼠墊是彎彎的，不是平整的，有點可惜。', 'score': 5}, {'id': '劉家芸', 'comment': '出貨速度快，商品品質佳\r\nhttps://cdn03.pinkoi.com/pinkoi.review/youyi-gracebell/dMK2xgz2.jpg', 'score': 5}, {'id': 'Ashley Hsu', 'comment': '很喜歡哦:)', 'score': 5}, {'id': 'Ricky Hsu', 'comment': '我很喜歡 謝謝你👍', 'score': 5}, {'id': '王亭鈞', 'comment': '很可愛~~', 'score': 5}, {'id': '劉另果', 'comment': '很喜歡', 'score': 5}, {'id': '楊路西', 'comment': '謝謝，收到了。感謝還有小禮物，很喜歡。', 'score': 5}, {'id': '邱仕敏', 'comment': '我很喜歡', 'score': 5}, {'id': 'Ya-hui Hsiao', 'comment': '好漂亮的日誌，我很喜歡', 'score': 5}, {'id': 'delicacy1026', 'comment': '小小的很可愛❤', 'score': 5}, {'id': 'onlyoneilu', 'comment': '商品很可愛，品質讚讚的😚', 'score': 5}, {'id': 'hohoping2233', 'comment': '質感好', 'score': 5}, {'id': 'kikiting', 'comment': '收到了~很滿意~謝謝!', 'score': 5}, {'id': '家伃林', 'comment': '很可愛！比想像中小', 'score': 5}, {'id': '許乃月', 'comment': '實體超美，物超所值❤️', 'score': 5}, {'id': '楊惠芳', 'comment': '便條紙很美，我很喜歡\n但行事曆的紙很容易透，不太能用鋼筆書寫，很挑墨有些會長毛，自己填日期很沒問題，但填一填發現週記事那裡少一頁，12/31不知道要寫哪，這就不是很OK...而且有些月份有到6週，月記事那都只有5週的欄位，都不知道該怎麼填...最後只能和其他日期共用一格\r\nhttps://cdn03.pinkoi.com/pinkoi.review/youyi-gracebell/3RjLLwvc.jpg', 'score': 3}, {'id': '李文惠', 'comment': '可愛的造型', 'score': 5}]",cute
可愛小白兔防撞水壺袋(粉綠色),430,水壺,防水材質,Colorvor,"
                            使用堅韌的防水布製作，堅固耐用，裡頭加了厚實鋪棉，除了讓人背起來十分舒服之外，還可以保護水壺。 尺寸: 內徑約8.5cm，高約24cm，背帶最長可調整至約118cm。若有其他尺寸需求，歡迎來信詢問，可以特別為您客製化設計喔!主要材質: 防水布、鋪棉、合成皮片、尼龍織帶。 布標與問號鈎隨機搭配。清潔保養方式: 用濕布擦拭即可，必要時也可水洗，不可熨燙。產地/製造方式產地台灣 手工製作
                        ",1101,"[{'id': 'Jass Cheng', 'comment': '狠棒喔！', 'score': 5}, {'id': '劉嘉蕙', 'comment': '質感、做工都很好～～摸起來很舒服，有厚度，但也不會重，送禮自用兩相宜，謝謝您😊', 'score': 5}, {'id': '徐燕', 'comment': '商品收到謝謝', 'score': 5}, {'id': '燕子', 'comment': '質感很優喔，比我想像中的大了點(≧ω≦)/', 'score': 5}, {'id': 'genki0217', 'comment': '好讚，有質感', 'score': 5}, {'id': 'shalulu', 'comment': '好滿意', 'score': 5}, {'id': 'genki0217', 'comment': '好棒，很有質感耶', 'score': 5}, {'id': 'Tina  Hsu', 'comment': '品質很好👍', 'score': 5}, {'id': '鄒靜惠', 'comment': '👍👍👍', 'score': 5}, {'id': 'lunfancho', 'comment': '收到實品,小孩很喜歡,剛好另一個Richell塑膠吸水杯也可以放，謝謝!\r\nhttps://cdn03.pinkoi.com/pinkoi.review/colorvor/XafLPMaw.jpg', 'score': 5}, {'id': 'Miu Huang', 'comment': '媽媽收到愛不釋手，謝謝設計師非常有耐心做工也好細心', 'score': 5}, {'id': 'Baymax Huang', 'comment': '謝謝設計師配合我的要求，並且可以讓我快速的拿到商品。\n商品很棒，也很可愛！ 謝謝', 'score': 5}, {'id': 'aliSon', 'comment': '特別訂做的水壺袋，size很fit，大愛呀！\n謝謝超級細心的設計師，耐心了解我的需要，並給予專業意見，成品真的很喜歡！\n寄件時還附上溫馨提示，令孭帶背上身更舒服合適！謝謝～\r\nhttps://cdn03.pinkoi.com/pinkoi.review/colorvor/s6xY7wfL.jpg', 'score': 5}, {'id': 'aliSon', 'comment': '水壺袋手工精細，非常漂亮！\n因方便可將水壺袋掛在包包，特意要求設計師把手提帶改成活動扣，效果很好喔～\n設計師回覆留言超快，而且很細心！贊～', 'score': 5}, {'id': '林佩蓉', 'comment': '做工細緻，出貨快速，謝謝!', 'score': 5}, {'id': 'Flora  Liu', 'comment': ""It's fast and great service. I love the design."", 'score': 5}, {'id': 'printemps', 'comment': '做工細緻，出貨快速，謝謝!', 'score': 5}, {'id': 'h89885235', 'comment': '漂亮實用', 'score': 4}, {'id': '楚', 'comment': '賣家真的很有耐心，完全符合期望的樣子，謝謝😉\r\nhttps://cdn03.pinkoi.com/pinkoi.review/colorvor/CAj2WqPK.jpg', 'score': 5}, {'id': 'hshh1129', 'comment': '很可愛！', 'score': 5}]",cute
可愛小雞防撞水壺袋,430,水壺,防水材質,Colorvor,"
                            使用堅韌的防水布製作，堅固耐用，裡頭加了厚實鋪棉，除了讓人背起來十分舒服之外，還可以保護水壺。每個水壺袋上不同顏色小雞位置不盡相同喔!尺寸: 內徑約8.5cm，高約24cm，背帶最長可調整至約118cm。若有其他尺寸需求，歡迎來信詢問，可以特別為您客製化設計喔!主要材質: 防水布、鋪棉、合成皮片、尼龍織帶。 問號鈎隨機搭配。清潔保養方式: 用濕布擦拭即可，不可熨燙。產地/製造方式產地台灣 手工製作
                        ",1265,"[{'id': 'printemps', 'comment': '做工細緻，出貨快速，謝謝!', 'score': 5}, {'id': '劉嘉蕙', 'comment': '質感、做工都很好～～摸起來很舒服，有厚度，但也不會重，送禮自用兩相宜，謝謝您😊', 'score': 5}, {'id': '徐燕', 'comment': '商品收到謝謝', 'score': 5}, {'id': '燕子', 'comment': '質感很優喔，比我想像中的大了點(≧ω≦)/', 'score': 5}, {'id': 'genki0217', 'comment': '好讚，有質感', 'score': 5}, {'id': 'shalulu', 'comment': '好滿意', 'score': 5}, {'id': 'genki0217', 'comment': '好棒，很有質感耶', 'score': 5}, {'id': 'Jass Cheng', 'comment': '狠棒喔！', 'score': 5}, {'id': 'Tina  Hsu', 'comment': '品質很好👍', 'score': 5}, {'id': '鄒靜惠', 'comment': '👍👍👍', 'score': 5}, {'id': 'lunfancho', 'comment': '收到實品,小孩很喜歡,剛好另一個Richell塑膠吸水杯也可以放，謝謝!\r\nhttps://cdn03.pinkoi.com/pinkoi.review/colorvor/XafLPMaw.jpg', 'score': 5}, {'id': 'Miu Huang', 'comment': '媽媽收到愛不釋手，謝謝設計師非常有耐心做工也好細心', 'score': 5}, {'id': 'Baymax Huang', 'comment': '謝謝設計師配合我的要求，並且可以讓我快速的拿到商品。\n商品很棒，也很可愛！ 謝謝', 'score': 5}, {'id': 'aliSon', 'comment': '特別訂做的水壺袋，size很fit，大愛呀！\n謝謝超級細心的設計師，耐心了解我的需要，並給予專業意見，成品真的很喜歡！\n寄件時還附上溫馨提示，令孭帶背上身更舒服合適！謝謝～\r\nhttps://cdn03.pinkoi.com/pinkoi.review/colorvor/s6xY7wfL.jpg', 'score': 5}, {'id': 'aliSon', 'comment': '水壺袋手工精細，非常漂亮！\n因方便可將水壺袋掛在包包，特意要求設計師把手提帶改成活動扣，效果很好喔～\n設計師回覆留言超快，而且很細心！贊～', 'score': 5}, {'id': '林佩蓉', 'comment': '做工細緻，出貨快速，謝謝!', 'score': 5}, {'id': 'Flora  Liu', 'comment': ""It's fast and great service. I love the design."", 'score': 5}, {'id': 'h89885235', 'comment': '漂亮實用', 'score': 4}, {'id': '楚', 'comment': '賣家真的很有耐心，完全符合期望的樣子，謝謝😉\r\nhttps://cdn03.pinkoi.com/pinkoi.review/colorvor/CAj2WqPK.jpg', 'score': 5}, {'id': 'hshh1129', 'comment': '很可愛！', 'score': 5}]",cute
哈囉！DUNDUN！tritan 500ml環保水瓶 02.God bless you,298,水壺,其他材質,韓國GRACEBELL,"
                            產品特色●500ml的大容量，再熱再渴也不怕！●5公分寬瓶口設計，冰塊茶包小零嘴..投入都可以！●附瓶口擋，不怕飲用時冰塊茶葉一直來親吻你！●材質為環保的tritan，冰的熱的都可以使用！●質地輕巧、不含BPA，使用好安心！●旋緊瓶蓋後就不用怕滲漏！●沒有惱人的塑膠味。●100％韓國生產製造，哈囉！DUNDUN！主題商品，可愛好心情！https://c1.staticflickr.com/5/4533/37732743584_3f2540f0f2_o.jpghttps://c1.staticflickr.com/5/4584/38416265892_ed9ffe4ca1_o.jpghttps://c1.staticflickr.com/5/4515/37560804645_8c6b739350_o.jpghttps://c1.staticflickr.com/5/4541/37560804785_4671f938d8_o.jpghttps://c1.staticflickr.com/5/4483/23899704528_46105e91f2_o.jpg產地/製造方式南韓
                        ",20,"[{'id': 'trista51602', 'comment': '商品精美', 'score': 5}, {'id': 'Wei Wei', 'comment': '很可愛，送給朋友當生日禮物很適合！', 'score': 5}, {'id': '164豆比波特', 'comment': '質感超好', 'score': 5}, {'id': 'zoecyanine', 'comment': '出貨迅速，產品也很可愛。\r\n但滑鼠墊是彎彎的，不是平整的，有點可惜。', 'score': 5}, {'id': '劉家芸', 'comment': '出貨速度快，商品品質佳\r\nhttps://cdn03.pinkoi.com/pinkoi.review/youyi-gracebell/dMK2xgz2.jpg', 'score': 5}, {'id': 'Ashley Hsu', 'comment': '很喜歡哦:)', 'score': 5}, {'id': 'Ricky Hsu', 'comment': '我很喜歡 謝謝你👍', 'score': 5}, {'id': '王亭鈞', 'comment': '很可愛~~', 'score': 5}, {'id': '劉另果', 'comment': '很喜歡', 'score': 5}, {'id': '楊路西', 'comment': '謝謝，收到了。感謝還有小禮物，很喜歡。', 'score': 5}, {'id': '邱仕敏', 'comment': '我很喜歡', 'score': 5}, {'id': 'Ya-hui Hsiao', 'comment': '好漂亮的日誌，我很喜歡', 'score': 5}, {'id': 'delicacy1026', 'comment': '小小的很可愛❤', 'score': 5}, {'id': 'onlyoneilu', 'comment': '商品很可愛，品質讚讚的😚', 'score': 5}, {'id': 'hohoping2233', 'comment': '質感好', 'score': 5}, {'id': 'kikiting', 'comment': '收到了~很滿意~謝謝!', 'score': 5}, {'id': '家伃林', 'comment': '很可愛！比想像中小', 'score': 5}, {'id': '許乃月', 'comment': '實體超美，物超所值❤️', 'score': 5}, {'id': '楊惠芳', 'comment': '便條紙很美，我很喜歡\n但行事曆的紙很容易透，不太能用鋼筆書寫，很挑墨有些會長毛，自己填日期很沒問題，但填一填發現週記事那裡少一頁，12/31不知道要寫哪，這就不是很OK...而且有些月份有到6週，月記事那都只有5週的欄位，都不知道該怎麼填...最後只能和其他日期共用一格\r\nhttps://cdn03.pinkoi.com/pinkoi.review/youyi-gracebell/3RjLLwvc.jpg', 'score': 3}, {'id': '李文惠', 'comment': '可愛的造型', 'score': 5}]",cute
"JETOY, 甜蜜貓 500ml 水壺 _Peach hood J1707303",579,水壺,塑膠,FANSgood粉絲谷,"
                            無雙酚A，無塑化劑。◎Traitan食品級材質。◎。無雙酚A，無塑化劑◎耐用溫度-20~100度C，耐摔耐熱超輕便。商品圖檔顏色因電腦螢幕設定差異會略有不同，以實際商品顏色為準，請見諒!!品牌 Brand 	Jetoy尺寸size 	19.5*6.3 cm材質Material 	Traitan,PP設計/製造design 	Jetoy korea重量 weight 	78g耐熱溫度 temperature range 	-20°C/+100°C包裝 package 	紙盒產地/製造方式korea
                        ",358,"[{'id': '林娉婷', 'comment': 'Cute❤️\r\nhttps://cdn03.pinkoi.com/pinkoi.review/fansgood/B8eW4kns.jpg', 'score': 4}, {'id': 'Jo W.', 'comment': '很可愛 :)', 'score': 5}, {'id': 'cococat8642', 'comment': '已收到,很喜歡這件商品!', 'score': 5}, {'id': '陳怡萍', 'comment': '好可愛。 很喜歡', 'score': 5}, {'id': 'angela4191983', 'comment': '喜歡!!!謝謝~', 'score': 5}, {'id': 'chiahuaya', 'comment': '超可愛，小孩很喜歡！', 'score': 5}, {'id': '馮翊筑', 'comment': '超可愛的💕很喜歡 ', 'score': 5}, {'id': 'greenangeline', 'comment': '收到商品，真是可愛。很喜歡呦😃', 'score': 5}, {'id': 'Yuhui Cheng', 'comment': '很快就收到商品\n很可愛，謝謝', 'score': 5}, {'id': 'zoeweng21', 'comment': '質感好運送速度快', 'score': 5}, {'id': 'smileyj', 'comment': '很可愛！', 'score': 5}, {'id': 'Annie', 'comment': '真的很感謝賣家為我的商品仔細的包裝，還附送袋子，相當漂亮，因為是要送人的，所以就不便再打開來了，希望收到的人會很喜歡=)\r\n\r\n也很抱歉當初沒有注意到已到貨的簡訊，取貨慢了~\r\n\r\n自己也喜歡小羊，之後會再回購的=)\r\nhttps://cdn03.pinkoi.com/pinkoi.review/fansgood/3e977rmb.jpg', 'score': 5}, {'id': 'Buffalo TW', 'comment': '筆袋很漂亮!!期待朋友收到禮物的樣子!!', 'score': 5}, {'id': 'Allie Yen', 'comment': '收到很開心！商品很可愛❤', 'score': 4}, {'id': '張婕妤', 'comment': '有點小', 'score': 5}, {'id': 'Bei Young', 'comment': '出貨速度很快，實品也很可愛！', 'score': 5}, {'id': 'cococat8642', 'comment': '收到了,非常喜歡喔!', 'score': 5}, {'id': '小紫', 'comment': '讓人買到欲罷不能的魔力商品😍😜😁', 'score': 5}, {'id': '洛洛希', 'comment': '東西很快就收到了又很可愛唷謝謝~~', 'score': 5}, {'id': 'cococat8642', 'comment': '超漂亮的商品,質感很棒!', 'score': 5}]",cute
[寂寞星球] 水壺長背袋 - 恐龍粉藍,320,水壺,人造纖維,寂寞星球2.0,"
                            冬天到了，保溫瓶開始要出動了！但是許多保溫瓶是沒有提袋的，而且撞到了刮傷會很心疼～所以有了我們的保護提袋，讓你的保溫瓶要掛哪都行，而且在也不怕被括花了！！秋季推出新的兩款，恐龍粉紅、恐龍粉藍，讓你的秋天粉粉暖暖的～總共推出四款長背帶，讓小孩也能夠在戶外教學時背著他的水壺一起去遊玩！尺寸規格：套住瓶身高度 17.5cm提把高度 30cm延伸背帶 55cm-70cm杯套本身具有彈性只要您的保溫瓶／隨行杯／寶特瓶／玻璃瓶 底部直徑符合範圍6-8.5cm皆可通用材質 ：手工印花 聚酯纖維布Neoprene 潛水布保溫保冰可吸水具緩衝特性有效保護您的保溫瓶使用及保養方式：可用稀釋清潔劑直接使用軟刷刷洗洗後陰涼處風乾即可重複使用恐龍去趕集系列這些恐龍最愛去逛市集了，希望這次他們每隻恐龍都可以買到很多好玩意！品牌成立一年多，個人最愛的就是恐龍，沒想到這也是大家最愛的款式之一，最近擺攤好多人都特地來找恐龍的！甚至還會要求是不是可以把恐龍的圖案套在別款的底上面。我還聽到有客人說：我找了這麼多的恐龍，就這款最可愛！真的很感謝大家的喜愛，我也很認真的在不斷的改版！現在恐龍系列已經從最一開始的 熱門搜尋： 手帳 / 文具 / 貼紙 / 紙膠帶 / 花 / 週年慶 / 福袋 / 飾品 / 聖誕節 / 萬聖節 / 禮物 / 筆記本 / 生日 / 旅行 / 夏天 / 研選 / BLR產地/製造方式台灣產地/製造方式台灣
                        ",554,"[{'id': 'mayhsu1126', 'comment': '謝謝 很精緻喔', 'score': 5}, {'id': '圓', 'comment': '好快就收到囉~商品包的好漂亮(包裝紙好可愛)\r\n桌曆和明信片都好棒~謝謝賣家', 'score': 5}, {'id': 'Catherine Wu', 'comment': '設計師非常貼心！知道我要送朋友就已經包裝禮物和別上小紙卡，還附贈明信片，下次有機會一定再找你們買好東西～滑鼠墊也很可愛～', 'score': 5}, {'id': 'Wan Ting Li', 'comment': '很快就收到商品了，包裝很用心，感覺就像在拆禮物一樣:)\r\nhttps://cdn03.pinkoi.com/pinkoi.review/lonelyplanet/yTbes2R9.jpg', 'score': 5}, {'id': 'Shi Shi', 'comment': '收到囉！很可愛🉐️包裝紙！謝謝。', 'score': 5}, {'id': 'Michelle Chung', 'comment': '很有心思的包裝，月曆很可愛！謝謝！', 'score': 5}, {'id': 'Tina', 'comment': 'Good~', 'score': 5}, {'id': 'chiuhuichih', 'comment': '收到了 非常可愛很喜歡 謝謝', 'score': 5}, {'id': 'wendy', 'comment': '質感很棒的桌曆 。😉', 'score': 5}, {'id': 'Rayne Yu', 'comment': '收到包裹後心情突變好！要一層一層的拆開禮物紙和美美包裝盒才能看到我訂的商品。只是包裝已經很吸引，桌曆紙膠帶更是可愛😍\r\nhttps://cdn03.pinkoi.com/pinkoi.review/lonelyplanet/JeydVQu5.jpg', 'score': 5}, {'id': '林奕伶', 'comment': '包裝真的很細心，拆開包裝紙後裡面竟然還有小盒子，有一種自己被送禮的驚喜感。\n2018桌曆也很棒，色彩跟圖案讓人覺得心情放鬆 ：）\r\nhttps://cdn03.pinkoi.com/pinkoi.review/lonelyplanet/3b5tpftt.jpg', 'score': 5}, {'id': 'Jiaying Shen', 'comment': '好可愛包裝也很有質感\r\nhttps://cdn03.pinkoi.com/pinkoi.review/lonelyplanet/YRppy6LL.jpg', 'score': 5}, {'id': 'Tai Yu-Kai', 'comment': '非常可愛~由於有點趕著周末姪女的生日禮物欠一個包裝. 抱著可能來不及也沒關係的心態下訂了,沒想到居然還是讓我在今天收到了~非常感謝那麼即刻的出貨~謝謝!', 'score': 5}, {'id': 'co57be14', 'comment': '很可愛有質感，不過希望下次的紙可以用像水彩紙那種不是滑滑的，比較好書寫！', 'score': 5}, {'id': '蔡旻珊', 'comment': '質感不錯', 'score': 5}, {'id': 'Jiaying Shen', 'comment': '很有質感👍\r\nhttps://cdn03.pinkoi.com/pinkoi.review/lonelyplanet/5YwyzV29.jpg', 'score': 5}, {'id': 'janpingu', 'comment': 'Love it so much', 'score': 5}, {'id': 'Meya Hsu', 'comment': '出貨迅速，還有可愛的包裝，桌曆及紙膠帶超級可愛，很喜歡！\r\nhttps://cdn03.pinkoi.com/pinkoi.review/lonelyplanet/eAYGnVG8.jpg', 'score': 5}, {'id': 'pehine', 'comment': 'Good!', 'score': 5}, {'id': 'anglehair', 'comment': '很可愛!', 'score': 5}]",cute
哈囉！DUNDUN！tritan 500ml環保水瓶 01.Big boss,298,水壺,其他材質,韓國GRACEBELL,"
                            產品特色●500ml的大容量，再熱再渴也不怕！●5公分寬瓶口設計，冰塊茶包小零嘴..投入都可以！●附瓶口擋，不怕飲用時冰塊茶葉一直來親吻你！●材質為環保的tritan，冰的熱的都可以使用！●質地輕巧、不含BPA，使用好安心！●旋緊瓶蓋後就不用怕滲漏！●沒有惱人的塑膠味。●100％韓國生產製造，哈囉！DUNDUN！主題商品，可愛好心情！https://c1.staticflickr.com/5/4533/37732743584_3f2540f0f2_o.jpghttps://c1.staticflickr.com/5/4584/38416265892_ed9ffe4ca1_o.jpghttps://c1.staticflickr.com/5/4515/37560804645_8c6b739350_o.jpghttps://c1.staticflickr.com/5/4541/37560804785_4671f938d8_o.jpghttps://c1.staticflickr.com/5/4483/23899704528_46105e91f2_o.jpg產地/製造方式南韓
                        ",146,"[{'id': 'trista51602', 'comment': '商品精美', 'score': 5}, {'id': 'Wei Wei', 'comment': '很可愛，送給朋友當生日禮物很適合！', 'score': 5}, {'id': '164豆比波特', 'comment': '質感超好', 'score': 5}, {'id': 'zoecyanine', 'comment': '出貨迅速，產品也很可愛。\r\n但滑鼠墊是彎彎的，不是平整的，有點可惜。', 'score': 5}, {'id': '劉家芸', 'comment': '出貨速度快，商品品質佳\r\nhttps://cdn03.pinkoi.com/pinkoi.review/youyi-gracebell/dMK2xgz2.jpg', 'score': 5}, {'id': 'Ashley Hsu', 'comment': '很喜歡哦:)', 'score': 5}, {'id': 'Ricky Hsu', 'comment': '我很喜歡 謝謝你👍', 'score': 5}, {'id': '王亭鈞', 'comment': '很可愛~~', 'score': 5}, {'id': '劉另果', 'comment': '很喜歡', 'score': 5}, {'id': '楊路西', 'comment': '謝謝，收到了。感謝還有小禮物，很喜歡。', 'score': 5}, {'id': '邱仕敏', 'comment': '我很喜歡', 'score': 5}, {'id': 'Ya-hui Hsiao', 'comment': '好漂亮的日誌，我很喜歡', 'score': 5}, {'id': 'delicacy1026', 'comment': '小小的很可愛❤', 'score': 5}, {'id': 'onlyoneilu', 'comment': '商品很可愛，品質讚讚的😚', 'score': 5}, {'id': 'hohoping2233', 'comment': '質感好', 'score': 5}, {'id': 'kikiting', 'comment': '收到了~很滿意~謝謝!', 'score': 5}, {'id': '家伃林', 'comment': '很可愛！比想像中小', 'score': 5}, {'id': '許乃月', 'comment': '實體超美，物超所值❤️', 'score': 5}, {'id': '楊惠芳', 'comment': '便條紙很美，我很喜歡\n但行事曆的紙很容易透，不太能用鋼筆書寫，很挑墨有些會長毛，自己填日期很沒問題，但填一填發現週記事那裡少一頁，12/31不知道要寫哪，這就不是很OK...而且有些月份有到6週，月記事那都只有5週的欄位，都不知道該怎麼填...最後只能和其他日期共用一格\r\nhttps://cdn03.pinkoi.com/pinkoi.review/youyi-gracebell/3RjLLwvc.jpg', 'score': 3}, {'id': '李文惠', 'comment': '可愛的造型', 'score': 5}]",cute
